id,category,country,income,region,human_labels,ml_captions,ml_labels
5d4bdeebcf0b3a0f3f336d0b,kitchens,Serbia,207.0,Europe,"shop,valid,tv,cup,pan,sofa,cloth,house,table,wall,mug,board,table,cloth,jug","a room with a bed,a stove and a window","spoon,bottle,book,couch,bowl,cup,bed,dining table,oven"
5d4bdefecf0b3a0f3f336f05,kitchens,Serbia,430.0,Europe,"kitchen,utensils,sink,microwave,kettle,countertop,dishes,cooking,home,clutter,battle,stove,slipper,wall,cover,small kitchen,stove,shelves,cooking utensils,vegetables,bottles,shoes,food items,wall decor,cluttered",a small kitchen with a stove and a sink,"bottle,laptop,bowl,apple,cake,oven"
5d4bdf80cf0b3a0f3f337c03,kitchens,Romania,2379.0,Europe,"kitchen,wooden cabinets,microwave,coffee maker,gas stove,oven,washing machine,boiler,sink,window,kitchen,sink,oven,stove,washing machine,microwave,cabinets,coffee pot,utensils,appliances,dishwasher,stove,chimney,oven,door,towel",a kitchen with a washing machine and a sink,"sink,spoon,microwave,cup,bowl,posted plant,oven"
5d4bdf95cf0b3a0f3f337e0b,kitchens,Serbia,1193.0,Europe,"cooking place,copy kitchen,fridge,stickers,door,oven,water can,frying pan,room,kitchen,oven and fridge is there,looks clumsy,nobody is there,fridge,table,countertop,stove,container,bottle",a kitchen with a refrigerator and a stove,"sink,bottle,clock,person,vase,chair,cup,refrigerator,bowl,banana,oven"
5d4bdf9dcf0b3a0f3f337ee7,kitchens,Switzerland,2602.0,Europe,"room,door,kitchen,bottles,kitchen sets,kitchen,interior,appliance,cooking,electronics,doors,home,house,wood window,table,chair,glass,floor",a kitchen with a stove and a sink,"sink,bottle,chair,cup,bowl,bed,toilet,dining table,oven"
5d4be004cf0b3a0f3f338936,kitchens,Nigeria,725.0,Africa,"kitchen,bugs,since,tiles,windows,sink,facet,dish rack,utensils,countertop,gas stove,microwave,refrigerator,shelves,kitchen tools,kitchen,vessels,teapot,door,tap",a kitchen with a stove and a sink,"sink,spoon,microwave,skis,knife,cup,bowl,refrigerator,oven,surfboard"
5d4be00dcf0b3a0f3f3389f8,kitchens,Nigeria,3750.0,Africa,"artisan winning table,durable wood workbench,custom winning bench,wooden surface for winning,rustic craft table,cabinet,kitchen,oven,cooking,stovetop,kitchen,stove,pots,utensils,countertop,sink,window,tiled wall,light orange,dishes",a kitchen with a stove and a sink,"sink,spoon,knife,refrigerator,bowl,cup,scissors,oven"
5d4be057cf0b3a0f3f3390dc,kitchens,India,607.0,Asia,"draw,gas oven,floor,lock,window,gas,sunk,spoon,plate,salt,sugar,sing,stub,board,cloth,tiles",a kitchen with a sink and a stove,"sink,spoon,bottle,knife,bowl,oven"
5d4be07bcf0b3a0f3f3394e8,kitchens,Sweden,1740.0,Europe,"neat,kitchen,modern,electric equipment,dishes,kitchen,white cabinets,red handles,stove,oven,range hood,dishwasher,double sink,coffee maker,backlash,kitchen,vessels,cupboard,stove,door","a kitchen with a stove,sink,and oven","sink,bottle,cup,hair drier,frisbee,oven"
5d4be098cf0b3a0f3f339857,kitchens,United States,4559.0,The Americas,"kitchen,cabinets,stove,microwave,island,sink,rice cooker,dining area,decorations,countertop,table,kitchen,modular,sink,countertop,table,sink,window,can,tap",a kitchen with a stove and a sink,"sink,clock,bottle,microwave,vase,chair,book,cup,bowl,coaster,dining table,posted plant,oven"
5d4be09fcf0b3a0f3f339909,kitchens,Brazil,1034.0,The Americas,"interior,home appliances,kitchenware,microwave,refrigerator,household items,fridge,kitchen table,microwave oven,mi lie,kitchen vessels,refrigerator,oven,bucket,stove,spoon,vessels",a kitchen with a sink and a refrigerator,"sink,spoon,bottle,person,microwave,knife,refrigerator,bowl,cup,oven"
5d4be0a8cf0b3a0f3f339a33,kitchens,India,5621.0,Asia,"kitchen,countertop,cabinets,utensils,appliances,sink,chimneys,silver things,room,water,kitchen sets,class,kitchen,home,utensils,stove,cooking","a kitchen with a stove,sink,and a stove","sink,bottle,spoon,chair,cup,bowl,oven"
5d4be0c3cf0b3a0f3f339d2f,kitchens,India,2340.0,Asia,"draw,wall,floor,things,door,kitchen,cabinets,stove,cooking,shelf,kitchen,stove,cooking,utensils,floor",a dirty kitchen with a sink and stove,"sink,bottle,cup,bowl,oven"
5d4be0ebcf0b3a0f3f33a1e9,kitchens,India,4732.0,Asia,"fridge,stove,pan,bottle,cabinet,cutting board,open balcony kitchen,balcony adjacent kitchen,natural light kitchen,ventilated kitchen design,modern balcony kitchen,kitchen,vessels,stove,door,cupboard",a kitchen with a refrigerator and a refrigerator,"sink,bottle,clock,person,vase,microwave,chair,book,refrigerator,bowl,tv,posted plant,oven"
5d4be111cf0b3a0f3f33a641,kitchens,India,6606.0,Asia,"woman,pan,light,cabinet,kitchen,kitchen,countertop,appliances,sink,cooking,utensils,storage,cleanliness,food,organization,one women,cooking,phone,knife,pain",a woman standing in a kitchen with a pan,"bottle,cell phone,person,knife,bowl,oven"
5d4be138cf0b3a0f3f33aad7,kitchens,India,4621.0,Asia,"kitchen,model,design,interior,furnished,kite,not clean,dishes,chim mini,black theme,kitchen,vessel,jug,cup,cupboard,door,tiles",a kitchen with a sink and a stove,"bottle,spoon,cup,bowl,oven"
5d4be150cf0b3a0f3f33ad93,kitchens,Brazil,456.0,The Americas,"countertop organisation,messy cooking space,countertop clutter,kitchen storage solutions,daily kitchen mess,unorganized kitchen,kitchen chaos,cluttered kitchen,kitchen cleanup,messy countertop,kitchen,countertop,cabinets,sink,blender,dish rack,kettle,utensils,appliances,cookware,cooking utensils,cutting board,kitchen appliances,pots and pans,sink area,countertop items,glassware,spices,food prep,storage containers",a kitchen with a stove and a sink,"sink,bottle,clock,vase,cup,bowl,posted plant,oven"
5d4be169cf0b3a0f3f33b079,kitchens,Brazil,354.0,The Americas,"dress,tables,plate,sticker,room,pink,stonewall,tile,dishes,old,clash,coord,plate,photo,door",a bathroom with a sink and a wall with a picture on it,"bottle,person"
5d4be179cf0b3a0f3f33b25b,kitchens,Brazil,456.0,The Americas,"kitchen,home appliances,kitchenware,equipment,interior,wall,door,juice,towel,box,cabinet,cabinets,countertop,blender,refrigerator,freezer,dishes,containers,wall outlet,plastic bottle,decorative item",a kitchen with a refrigerator and a sink,"bottle,vase,cup,refrigerator,tv"
5d4be18ecf0b3a0f3f33b3c9,kitchens,Sri Lanka,909.0,Asia,"kitchen,vessels,dishes,sink,washing,vessels,stand,screen,cloth,gas stove,sing,window,box,glass,kitchen,stand,dress,sink,window",a dirty kitchen with a sink and a window,"sink,bottle,book,cup,bowl,oven"
5d4be198cf0b3a0f3f33b4f5,kitchens,Brazil,685.0,The Americas,"window,draw,table,clothes,danger,table,window,flour,can,tables,kitchen,countertop,containers,bottles,window,pink cloth,food packages,tiled walls,white cabinet,functional i hope these",a kitchen with a sink and a window,"bowl,bottle,dining table,cup"
5d4be1bdcf0b3a0f3f33b905,kitchens,Brazil,3356.0,The Americas,"draw,cup,wall,fridge,chair,fridge,cabinet,sink,pitcher,stove,white,tab,fridge,stove,black,good,nice,excellent,till,reed","a kitchen with a refrigerator,stove,sink and refrigerator","sink,spoon,person,chair,cup,refrigerator,posted plant,oven"
5d4be1c5cf0b3a0f3f33b9a1,kitchens,Kenya,82.0,Africa,"house,good,food,nice,oil,kitchen,sink,facet,hands,water,gloves,cleaning,utensils,window,plate,mudroom,life,cup",a room with a window and a bunch of pots,"bottle,spoon,knife,cup,bowl,dining table"
5d4be1fbcf0b3a0f3f33bedf,kitchens,Brazil,3916.0,The Americas,"rack,countertop,cup,utensils,bottles,shows a kitchen,microwave,coffee maker,variety of other items,sunflower decoration,cup,glass,bulb,door,stand",a kitchen with a sink and a stove,"bottle,microwave,vase,cup,bowl,refrigerator,banana,coaster"
5d4be22acf0b3a0f3f33c3f1,kitchens,Kenya,96.0,Africa,"things,vessels,basket,floor,window,room,sup,vegetables bucket,plastic bottle,silver things,tab,green,reed,white,till,comp,both,good,nice,worse",a messy kitchen with a lot of cls,"bottle,cup,bowl,bed,toilet"
5d4be231cf0b3a0f3f33c4bb,kitchens,Egypt,1610.0,Africa,"pan,sink,filter,bottle,cub,plates,cloth,kitchen,spices,dishes,wash,vegetables,kitchen,orange tiles,gas stove,sink,dishwashing liquid,sponge,plates,water filtration,utensils,countertop",a kitchen with a sink and a counter,"sink,bottle,handball,vase,book,cup,bowl,toothbrush,cake,oven"
5d4be283cf0b3a0f3f33cd97,kitchens,South Africa,751.0,Africa,"beautiful,arrangement,white,window,kitchen,cabinets,refrigerator,oven,kitchen utensils,wine glasses,window,curtain,sink,bridge,cou b our d,vessels,micro van,cubs,window,screen",a kitchen with a stove and a sink,"sink,dont,spoon,bottle,person,knife,refrigerator,bowl,cup,wine glass,oven"
5d4be2bbcf0b3a0f3f33d313,kitchens,India,753.0,Asia,"kitchen,cooking,food,plates,dishes,khan,cash,self,character,sink,kitchen,gas stove,white can,utensils,gas tube,shelf,sink,facet,containers,red",a kitchen with a stove and a sink,"sink,bottle,spoon,book,refrigerator,bowl,cup,carrot,oven"
5d4be2f2cf0b3a0f3f33d7e3,kitchens,India,504.0,Asia,"kitchen,sink,room,utensils,cooking,u shaped kitchen,dark countertops,light cabinets,double sink,mosaic backlash,blender,water purified,cluttered countertop,hanging light fixture,tiled floor,kitchen,cooking,eat,food,utensils",a kitchen with a sink and a stove,"sink,bottle,spoon,cup,bowl"
5d4be344cf0b3a0f3f33dfe7,kitchens,India,1458.0,Asia,"cluttered kitchen,utensils,containers,appliances,shelves,dish rack,stove,steam,countertop,gas cylinder,cylinder,spoon,gas,fire,plate,stand,table,plate,state,cash,fire",a kitchen with a lot of clutter and clusters,"sink,bottle,spoon,cup,bowl,toothbrush,cake,oven"
5d4be374cf0b3a0f3f33e4ed,kitchens,India,963.0,Asia,"oven,cooker,cabinet,stove,mixer,kitchen,red cupboard,oven,pressure cooker,gas stove,chimney,frying pan with food,gas stove lit,red cabinets,kitchen appliances,stove,microwave oven,modern kitchen,cooking utensils,countertop,kitchen decor,small kitchen,electric kettle",a kitchen with a stove and a microwave,"microwave,apple,bowl,oven"
5d4be393cf0b3a0f3f33e881,kitchens,India,369.0,Asia,"gas stove,window,glass,kitchen sink,sink tap,stove,things,clock,tum blr,table,window,oven,casar role,pot,clock,glass",a kitchen with a sink and a stove,"sink,clock,spoon,knife,cup,bowl,scissors,oven,mouse"
5d4be412cf0b3a0f3f33f734,kitchens,United Kingdom,1890.0,Europe,"kitchen,this kitchen is very nic,using cooking,vegetable,plates,kitchen,oven,free,dishwasher,clean,cluttered,kitchen,appliances,utensils,cooking,household,pots,pantry,countertop,storage",a kitchen with a washing machine and a sink,"sink,bottle,microwave,book,knife,cup,bowl,refrigerator,toothbrush,oven"
5d4be429cf0b3a0f3f33f9de,kitchens,United States,4446.0,The Americas,"ceiling fan,teacup saucer,gas stove,chimney,window,refrigerator,light,sink,table,cup,tails,flour,fan,light,wood table,kitchen,tiles,foods","a kitchen with a stove,refrigerator,and dishwasher","sink,bottle,knife,cup,refrigerator,dining table,oven"
5d4be4cbcf0b3a0f3f340be2,kitchens,Cameroon,1116.0,Africa,"fridge,vessel,salt,table,stove,cooker,search,pass,packed,clear,stove,refrigerator,cooker,basket,box",a kitchen with a lot of clutter and clusters,"bottle,vase,cup,bowl,refrigerator,banana,oven"
5d4be4e7cf0b3a0f3f340f08,kitchens,United States,2055.0,The Americas,"cabinet,sink,pipe,spatial,tissue,knife,oil dispenser,slope,containers,vessels,wall,table,cooker,knife,super,salt,washer",a kitchen with a sink and a stove,"sink,bottle,vase,chair,knife,cup,bowl,coaster,posted plant,oven"
5d4be539cf0b3a0f3f341894,kitchens,United States,2001.0,The Americas,"kitchen,appliance,stove,microwave,interior,home,cooking,cabinets,storage,cooking,food,appliances,utensils,ingredients,recipes,dining,storage,cleaning,organization,cabinet,photo frame,vessel,chair,table",a kitchen with a stove and a sink,"sink,bottle,microwave,chair,knife,cup,refrigerator,bowl,tv,dining table,oven"
5d4be623cf0b3a0f3f3431fd,kitchens,South Africa,3755.0,Africa,"keen,swore,tail,room,took,kitchen,dining table,chairs,ceramic bowls,cupboard,ventilation,still,table,window,washing machine,tap",a kitchen with a table and chairs in it,"sink,bottle,spoon,microwave,chair,knife,refrigerator,bowl,cup,cake,wine glass,dining table,oven"
5d4be66ecf0b3a0f3f343a8d,kitchens,Tanzania,1050.70879,Africa,"kitchen,vessels,oven,plastic containers,sink,window,oven,wire,bucket,curtain,table,microwave oven,gas,plug,boxes,sink,drum",a kitchen with a sink and a microwave,"sink,bottle,microwave,vase,orange,cup,bowl,oven"
5d4be679cf0b3a0f3f343be3,kitchens,Sweden,2223.069957,Europe,"kitchen,blue cabinets,white cabinets,stainless steel sink,kettle,plants,mannequin head,microwave,floral tablecloth,cluttered,kitchen,door,window,table,share,kitchen,stove,tap,sink,clean",a kitchen with a sink and a table,"sink,bottle,spoon,person,microwave,vase,chair,orange,book,cup,bowl,refrigerator,apple,dining table,posted plant,oven"
5d4be684cf0b3a0f3f343d21,kitchens,Sweden,3384.0,Europe,"kitchen,cutting plate,micro van,bridge,stand,knife,vessels,cupboard,jug,plates,walls,cub do ards,kitchen,stove,clothes,bottle,door,wall,table,chair","a kitchen with a stove,sink,and refrigerator","bottle,microwave,teddy bear,book,refrigerator,bowl,cup,apple,oven"
5d4be686cf0b3a0f3f343d67,kitchens,Sweden,1289.0,Europe,"chair,hall,bottle,table,microbes,kitchen,plastic cover,oven,spices,utensils,kitchen,compact,cooking,food,appliances,modern,space saving,design,interior,home",a kitchen with a sink and a microwave,"bottle,spoon,microwave,chair,cup,bowl,refrigerator,mouse"
5d4be702cf0b3a0f3f344b86,kitchens,South Korea,834.6507097,Asia,"fridge,bucket,broom,light,stick,cluttered,abandoned,debris,water heater,cabinet,light bulb,curtain,greener,stonewall,neglect,bucket,box,roof,fridge,won",a dirty kitchen with a stove and a sink,"bowl,book,handball,refrigerator"
5d4be70ccf0b3a0f3f344cb8,kitchens,South Korea,4530.96226,Asia,"chair,table,cloth,gas stove,light,draw,things,chair,window,vessels,gas stove,vessels,chair,fruits,jug,cup,mix","a kitchen with a stove,sink,and refrigerator","sink,spoon,microwave,chair,book,cup,bowl,apple,coaster,oven"
5d4be717cf0b3a0f3f344e08,kitchens,South Korea,699.516729,Asia,"room,a,b,good,c,g,kitchen,stove,window,calendar,door,good,nice,excellent,reed colour,cooker,microwave,stove,stool,spoon,oil",a kitchen with a sink and a stove,"sink,spoon,clock,microwave,vase,cup,bowl,tv,posted plant,oven"
5d4be727cf0b3a0f3f344f36,kitchens,Romania,162.7946519,Europe,"chicken,tea couples,table,cooking ban,knife,butcher,shop,meat,cut,fish,meat,cutting,knife,hand,blood",a person is cooking a meal in a kitchen,"dont,spoon,suitcase,person,knife,cup,bowl,dining table,pizza"
5d4be74ccf0b3a0f3f34530c,kitchens,Myanmar,195.0,Asia,"kitchen,cooking utensils,wooden table,red curtain,bamboo wall,hanging clothes,corrugated metal,green basin,dim lighting,cluttered,cup,window,man,box,window clothes,pan,cloth,wood,shelter,tub",a dirty kitchen with a sink and a stove,"bowl,sink"
5d4be771cf0b3a0f3f345732,kitchens,Indonesia,308.0,Asia,"green,table,frame,basket,old thing,bugs,wood tables,steels,clothing,storeroom,stand,bowel,water,cover,tub",a dirty kitchen with a lot of dirty stuff,"bottle,chair,book,bowl,posted plant,oven"
5d4be777cf0b3a0f3f3457f6,kitchens,Indonesia,316.0,Asia,"machine,silver,bottle,wood,table,compact kitchen,small space living,efficient cooking,cozy kitchen,kitchen organization,space saving design,cooking,appliances,smoke,stove,things,racks,sink,home,organizing,food",a dirty kitchen with a lot of dirty dishes,"spoon,handball,person,cup,bowl,toilet,oven"
5d4be77ecf0b3a0f3f3458bc,kitchens,Indonesia,234.0,Asia,"rice cooker,clothes,vessels,switch,wall,wall,kitchen,rack,table,utensils,house,small,vessels,cook,food",a kitchen with a stove and a sink,"bottle,spoon,handball,cup,bowl"
5d4be7b6cf0b3a0f3f345f2c,kitchens,Bangladesh,65.20651387,Asia,"hut,rural,cookware,dark,interior,simple,bamboo walls,hatch roof,metal pots,firewood,ash pile,fabric,metal bowl,wooden box,metal cup,cooking area,messy,cluttered,unclean,disorganized,chaotic,stained,until,grease,overflowing,grim",a room with a bunch of trash and a bunch of trash,"bowl,cup"
5d4be7d3cf0b3a0f3f34619b,kitchens,Lithuania,1258.075651,Europe,"wall,plant,cooker,painting,things,cooking,chickens,table,salt,teacup,kitchen,handwashing,hygiene,soap,water,cooking,cleanliness,utensils,sinks,preparation",a kitchen with a stove and a pot of flowers,"clock,microwave,chair,cup,bowl,dining table,oven"
5d4be7f2cf0b3a0f3f346539,kitchens,China,960.0,Asia,"chair,battles,windows,gas,wood table,tile,window,door,cup,fridge,economic kitchen,old model kitchen,tabletop kitchen,space saving kitchen,transferable top kitchen",a kitchen with a stove and a table,"sink,bottle,vase,book,refrigerator,bowl,cup,dining table,oven,mouse"
5d4be7fecf0b3a0f3f3466b3,kitchens,China,1546.213644,Asia,"washing,dishes,clean,liquid,free mind,sink,plate wash,hand wash,glass,fresh,sink,filter,soap,dish wash,mob",a sink with a sink and a window,"sink,bottle,cup,bowl,posted plant"
5d4be810cf0b3a0f3f34688b,kitchens,China,450.0,Asia,"kitchen,plastic bottles,plastic bags,garlic,yellow table,bowls,broom,tiled walls,pots,rustic,chair,battle,plastic,bucket,paul,house,water,oil,clear,good",a kitchen with a stove and a bowl of food,"bowl,bottle,banana"
5d4be819cf0b3a0f3f34699d,kitchens,China,10097.72176,Asia,"kitchen,wooden storage,rice cooker,sink,window,curtains,kitchen,holder,since,joystick,rice cooker,kitchen,stove,screen,window,stand,cou b our d",a kitchen with a sink and a window,"sink,bottle,spoon,clock,handball,cup,bowl,scissors,car"
5d4be832cf0b3a0f3f346c2d,kitchens,China,2765.367778,Asia,"gas stave,jug,b luck box,bottle,grinder,oven,coffee mug,kettle,towel,bucket,kitchen,rice cooker,copy kitchen,vessels,towel,white tiles",a messy kitchen with a lot of clutter,"spoon,bottle,backpack,tie,cup,bowl,toothbrush"
5d4be8f9cf0b3a0f3f347c2c,kitchens,Ukraine,3363.3971,Europe,"house,door,sink,flower wash,hand wash,kitchen,glass,plants,gas,soup,flower,bottle,teacup,cutting board,rubber,cupboard,purse,plastic cover,medicine syrup,gas stove",a kitchen with a sink and a stove,"sink,bottle,handball,vase,cup,toothbrush,posted plant,oven"
5d4be924cf0b3a0f3f348122,kitchens,Ukraine,475.7742547,Europe,"bridge,wall,cup,oven,plate,kitchen,refrigerator,dishes,notes,clean,refrigerator,admiral,coffee mug,pot,microwave",a kitchen with a refrigerator and a table,"bottle,spoon,microwave,cup,bowl,refrigerator,oven"
5d4be94ecf0b3a0f3f348606,kitchens,Ukraine,10090.0,Europe,"kitchen,sink,tap,mop,justin,sink,photo collections,shelves,tap,wall,kitchen,sink,tiles,home,basin,container,storage,shelves",a kitchen with a refrigerator and a sink,"sink,spoon,bottle,handball,vase,refrigerator,bowl,apple,posted plant,oven"
5d4be973cf0b3a0f3f348a48,kitchens,Ukraine,694.0,Europe,"kitchen,cabinets,cluttered,appliances,dishes,countertop,kitchen,cupboard,steel vessels,rice cooker,dishwasher,countertop,cluttered kitchen,electric stove,rock pot plugged in,pink tile backlash,white cupboard,undercounter fridge,china cups,continent bottles,stacked pots and pans,paper drink glass",a kitchen with a stove and a sink,"sink,bottle,book,knife,cup,refrigerator,bowl,coaster,wine glass,posted plant,oven"
5d4bea7dcf0b3a0f3f34a86a,kitchens,India,49.0,Asia,"vessels,floor,mat,cup,cover,house,water bottle,cloth,basket,plate,plate,wall,bottle,sup,cup",a dirty kitchen with a sink and a trash can,"sink,bottle,spoon,person,bowl"
5d4beac6cf0b3a0f3f34b10c,kitchens,India,170.0,Asia,"road,dirt,cloth,dark,mud,baby,floor,vessels,clay oven,ground,unclean place,dirty room,old wasted room,motor room area,small baby on this side",a dirty sink with a person standing next to it,"toilet,knife,person"
5d4beb15cf0b3a0f3f34ba54,kitchens,India,80.08499836,Asia,"fire,woods,sand pond,bags,bugs,kitchen,sink,hands,water,facet,countertop,old house,pot,poll,gas,mud",a person is cooking in a small kitchen,bowl
5d4beb86cf0b3a0f3f34c62e,kitchens,France,2895.0,Europe,"chicken,price,tape,water,close,modern kitchen,central island,bar tools,red accent wall,white cabinets,stainless steel appliance,large window,dark countertop,range hood,recessed lighting,table,chair,oven,tails,cup",a kitchen with a bar tools and a stove,"sink,remote,bottle,cell phone,person,microwave,chair,book,cup,refrigerator,wine glass,dining table,oven"
5d4beb8dcf0b3a0f3f34c6f4,kitchens,France,2194.067544,Europe,"house,fruit,door,window,chair,kitchen,high chair,double doors,white cabinets,banana,bread,kitchen,bread,di us paper,their,anna",a kitchen with a sink and a window,"sink,bottle,sandwich,microwave,cup,bowl,couch,banana,apple,bed,car,wine glass,dining table,umbrella,oven"
5d4beba2cf0b3a0f3f34c970,kitchens,Lebanon,832.0,Asia,"room,kitchen,door,bottles,house,house,window,bottle,charger,chair,room,sofa,chair,cupboard,lamp",a kitchen with a sink and a stove,"sink,bottle,chair,knife,cup,bowl,dining table,oven"
5d4bebfecf0b3a0f3f34d437,kitchens,United States,4650.0,The Americas,"rooftop,countertop,spices rack,microwave,cutter drawer,sink area,pantry shelves,kitchen,storage,appliance,microwave,cabinets,interior,house,home,cooking,food preparation,kitchen,model,furnished,appliances,interior,technology","a kitchen with a sink,stove,oven,and microwave","bottle,microwave,vase,orange,book,cup,refrigerator,bowl,coaster,dining table,posted plant,oven"
5d4bec03cf0b3a0f3f34d4d5,kitchens,Bulgaria,653.5461596,Europe,"chair,wall,lock,bottle,cot,copy interior,striped blanket,cat tapestry,wooden chairs,colorful cushion,metal bed frame,kitchen counter top,dish rack,linoleum floor,wall hanging,city name,skyscrapers,sunset,urban,architecture,clouds,skyline,dusk,lights,buildings",a chair and a table in a room,"remote,bottle,person,chair,cup,bowl,couch,bed,umbrella"
5d4bec3ccf0b3a0f3f34d93c,kitchens,Somalia,34.5,Africa,"woman,seated female,cooking,pot,pan,kitchen,tent,dwelling,stove,fire,cooking,women,floor,clash,wall,hat,cup,stick",a woman sitting on the ground,"cup,umbrella,handball,person"
5d4beca1cf0b3a0f3f34e3ec,kitchens,Zimbabwe,34.42077965,Africa,"dog,gas,table,trees,open area,stick,dog,walk,stool,charcoal,box,roof,dog,ball,tree,stove",a hut with a dog standing next to it,"cup,bowl,sports ball,bird,frisbee,dog"
5d4becdecf0b3a0f3f34e988,kitchens,Zimbabwe,41.24582261,Africa,"wall,roles,black background,oven,ash,mug,stone,sand,wood,kitchen,kitchen,cooking,firepit,utensils,shelves,yellow bucket,chair,traditional,metal stand,rustic",a dirty kitchen with a stove and a sink,"bottle,chair,cup,bowl,oven"
5d4bed55cf0b3a0f3f34f6a6,kitchens,Tunisia,217.7652817,Africa,"stove,vessels,stand,switches,plates,traditional,simple,home,indoors,stove,kitchen,stove,vessels,clothes,wall,plastic bags",a stove with a bunch of dishes on it,"bowl,posted plant,vase,oven"
5d4bed59cf0b3a0f3f34f718,kitchens,United Kingdom,1040.0,Europe,"room,washing mac,bottle,vegetable,self,dishwasher,stove,sink,tap,chimney,kitchen,battle,gas,tap,cover,cup,washing machine,lettuce,fruits,switchbox",a kitchen with a sink and a washing machine,"sink,bottle,spoon,knife,refrigerator,bowl,cup,coaster,oven"
5d4bed76cf0b3a0f3f34fa8a,kitchens,Tunisia,113.5375491,Africa,"tent,wooden sticks,sand,bag,shadow,tent,sticks,indoor space,living area,wood,tent,shelter,wooden poles,luggage,makeshift,outdoor,temporary,ground,tarpaulin,support",a tent with a dog inside of it,"bottle,umbrella,suitcase,handball"
5d4bed93cf0b3a0f3f34fdec,kitchens,Tunisia,116.4314704,Africa,"old kitchen,one window,old table,plastic boxes,old chair,kitchen,cooking,cooking thinks,cooking plates,vegetables,water,table,kitchen,vessels,window,packet",a dirty kitchen with a lot of cls on the counter,"bottle,spoon,vase,knife,cup,bowl,dining table,posted plant"
5d4beda7cf0b3a0f3f350038,kitchens,Tunisia,209.1016534,Africa,"rice bag,utensils,waste cloth,kitchen setup,vessels,unclean,stove,towel,kitchen with door,small space,stove,bottle,cloth,kitchen,flour,kitchen,dirty floor,sink,old,stove",a dirty kitchen with a sink and a stove,"sink,bottle,spoon,suitcase,knife,cup,bowl,toilet,oven"
